id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
26,0.30441,-0.82323,290.2931,61.3672,-0.128,0.2304,0
27,0.20663,-0.83339,283.9251,59.1624,-0.1024,0.2304,1
28,0.11228,-0.83557,277.6533,57.4668,-0.0768,0.2304,2
29,0.01818,-0.83764,271.2433,56.9124,-0.0512,0.2304,3
30,-0.07183,-0.83748,265.0978,57.1987,-0.0256,0.2304,4
31,-0.16586,-0.83209,258.727,58.0445,0.0,0.2304,5
32,-0.25537,-0.82607,252.8216,59.8418,0.0256,0.2304,6
33,-0.34528,-0.81742,247.1007,62.5424,0.0512,0.2304,7
34,-0.44294,-0.8142,241.453,67.9545,0.0768,0.2304,8
44,0.50529,-0.72197,304.9873,61.7906,-0.1792,0.2048,9
345,0.44123,0.75151,59.5818,60.6293,-0.1536,-0.1792,10
25,0.41061,-0.81603,296.7106,65.9954,-0.1536,0.2304,11
373,-0.30705,0.85905,109.6684,65.8217,0.0512,-0.2048,12
367,0.24599,0.85435,73.9375,62.7552,-0.1024,-0.2048,13
366,0.33872,0.84674,68.1972,65.7798,-0.128,-0.2048,14
128,0.13701,-0.38169,289.7459,23.9247,-0.0768,0.1024,15
127,0.24475,-0.37734,302.9682,26.7286,-0.1024,0.1024,16
126,0.34964,-0.37128,313.2807,30.6636,-0.128,0.1024,17
125,0.45594,-0.36085,321.6404,35.5532,-0.1536,0.1024,18
103,0.63335,-0.442,325.0897,50.5637,-0.2048,0.128,19
102,0.7211,-0.42828,329.2928,57.0025,-0.2304,0.128,20
45,0.40772,-0.73534,299.0068,57.2257,-0.1536,0.2048,21
344,0.52981,0.74072,54.4252,65.6015,-0.1792,-0.1792,22
346,0.34554,0.75509,65.4105,56.1395,-0.128,-0.1792,23
347,0.24765,0.76565,72.0762,53.5818,-0.1024,-0.1792,24
372,-0.21167,0.85888,103.8446,62.1997,0.0256,-0.2048,25
368,0.15049,0.85597,80.0286,60.354,-0.0768,-0.2048,26
355,-0.51106,0.7616,123.863,66.5171,0.1024,-0.1792,27
129,0.02898,-0.38511,274.3035,22.7182,-0.0512,0.1024,28
116,-0.66795,-0.42551,212.4987,52.37,0.128,0.128,29
117,-0.74877,-0.4145,208.9678,58.853,0.1536,0.128,30
124,0.55273,-0.353,327.4357,40.983,-0.1792,0.1024,31
104,0.53799,-0.45341,319.8763,44.7143,-0.1792,0.128,32
101,0.81495,-0.41473,333.0283,66.122,-0.256,0.128,33
97,-0.7379,-0.5155,214.9383,64.1754,0.1536,0.1536,34
46,0.31307,-0.74272,292.8563,53.7075,-0.128,0.2048,35
330,-0.04363,0.68852,93.6259,43.6223,-0.0256,-0.1536,36
336,-0.61654,0.66772,132.7179,65.3441,0.128,-0.1536,37
142,0.73967,-0.23065,342.681,50.7867,-0.2304,0.0768,38
348,0.15363,0.76753,78.6812,51.5135,-0.0768,-0.1792,39
371,-0.1184,0.86541,97.7905,60.8646,0.0,-0.2048,40
369,0.0611,0.86299,85.9502,59.8999,-0.0512,-0.2048,41
354,-0.4168,0.75837,118.7932,59.9238,0.0768,-0.1792,42
130,-0.07927,-0.38219,258.2824,22.9747,-0.0256,0.1024,43
115,-0.58116,-0.43685,216.9317,46.6387,0.1024,0.128,44
118,-0.83007,-0.40828,206.1908,67.6752,0.1792,0.128,45
123,0.64034,-0.3406,331.9913,46.4929,-0.2048,0.1024,46
105,0.44368,-0.46339,313.7552,39.9073,-0.1536,0.128,47
106,0.34043,-0.47383,305.6959,35.6932,-0.128,0.128,48
95,-0.57402,-0.53155,222.8001,51.4746,0.1024,0.1536,49
96,-0.65425,-0.52299,218.6379,56.8868,0.128,0.1536,50
47,0.21279,-0.75135,285.8127,51.3431,-0.1024,0.2048,51
329,0.0531,0.68454,85.5644,43.3613,-0.0512,-0.1536,52
331,-0.14101,0.68871,101.5711,44.668,0.0,-0.1536,53
335,-0.5269,0.66746,128.2879,58.2518,0.1024,-0.1536,54
143,0.65123,-0.23683,340.0154,43.8646,-0.2048,0.0768,55
141,0.82717,-0.22197,344.9786,58.9186,-0.256,0.0768,56
349,0.06124,0.77429,85.4778,50.9601,-0.0512,-0.1792,57
370,-0.02708,0.8637,91.7958,59.7829,-0.0256,-0.2048,58
353,-0.31984,0.76503,112.6886,56.0164,0.0512,-0.1792,59
131,-0.18728,-0.37813,243.6517,24.9588,0.0,0.1024,60
114,-0.48773,-0.44993,222.6915,41.5723,0.0768,0.128,61
121,0.82077,-0.31671,338.8999,61.6128,-0.256,0.1024,62
122,0.7304,-0.32751,335.8486,53.1747,-0.2304,0.1024,63
107,0.23544,-0.47951,296.1511,32.2892,-0.1024,0.128,64
87,0.2275,-0.57582,291.5584,38.2528,-0.1024,0.1536,65
94,-0.47767,-0.54566,228.8011,46.4854,0.0768,0.1536,66
93,-0.3813,-0.55569,235.5431,42.3711,0.0512,0.1536,67
92,-0.28266,-0.56635,243.4766,39.2695,0.0256,0.1536,68
48,0.11385,-0.75401,278.5864,49.6901,-0.0768,0.2048,69
328,0.15168,0.6834,77.4861,44.4294,-0.0768,-0.1536,70
332,-0.23893,0.68137,109.3238,46.2238,0.0256,-0.1536,71
333,-0.3336,0.67812,116.1948,49.0897,0.0512,-0.1536,72
334,-0.43188,0.67085,122.7726,52.925,0.0768,-0.1536,73
144,0.55973,-0.24975,335.9537,37.801,-0.1792,0.0768,74
138,-0.83871,-0.30442,199.949,63.1571,0.1792,0.1024,75
350,-0.02917,0.77643,92.1516,50.9847,-0.0256,-0.1792,76
352,-0.22379,0.76965,106.2128,53.276,0.0256,-0.1792,77
132,-0.29304,-0.36881,231.5309,28.1028,0.0256,0.1024,78
113,-0.38771,-0.45958,229.8484,36.9613,0.0512,0.128,79
110,-0.07996,-0.4842,260.6229,29.3904,-0.0256,0.128,80
108,0.13129,-0.48232,285.2273,29.9914,-0.0768,0.128,81
86,0.32979,-0.56862,300.113,41.097,-0.128,0.1536,82
88,0.12106,-0.57966,281.7965,36.3109,-0.0768,0.1536,83
89,0.02183,-0.5809,272.1521,35.5427,-0.0512,0.1536,84
90,-0.08404,-0.58123,261.7726,35.9638,-0.0256,0.1536,85
91,-0.18252,-0.57474,252.3817,37.0869,0.0,0.1536,86
49,0.02007,-0.75474,271.5232,49.026,-0.0512,0.2048,87
327,0.25154,0.6784,69.656,46.3469,-0.1024,-0.1536,88
149,0.03123,-0.27485,276.4825,16.0585,-0.0512,0.0768,89
148,0.14087,-0.27375,297.2301,17.9309,-0.0768,0.0768,90
147,0.2522,-0.26915,313.1379,21.6444,-0.1024,0.0768,91
146,0.36007,-0.26583,323.5625,26.5877,-0.128,0.0768,92
145,0.46255,-0.25813,330.8359,31.9853,-0.1536,0.0768,93
137,-0.76173,-0.31571,202.5123,55.5443,0.1536,0.1024,94
351,-0.12818,0.77535,99.3872,51.8016,0.0,-0.1792,95
133,-0.39589,-0.36047,222.3188,32.372,0.0512,0.1024,96
112,-0.28579,-0.47194,238.8024,33.4856,0.0256,0.128,97
109,0.02641,-0.48294,273.1302,28.9248,-0.0512,0.128,98
85,0.43025,-0.56091,307.4903,44.9848,-0.1536,0.1536,99
66,0.32143,-0.65922,295.9935,47.1729,-0.128,0.1792,100
65,0.41922,-0.64665,302.9551,50.4123,-0.1536,0.1792,101
64,0.51247,-0.63769,308.7866,54.8942,-0.1792,0.1792,102
63,0.60939,-0.62597,314.2311,60.8809,-0.2048,0.1792,103
55,-0.54318,-0.71834,232.9049,64.2353,0.1024,0.2048,104
50,-0.07496,-0.75547,264.3335,49.3919,-0.0256,0.2048,105
326,0.35027,0.66863,62.3517,49.0098,-0.128,-0.1536,106
150,-0.07913,-0.27407,253.8954,16.5747,-0.0256,0.0768,107
151,-0.1906,-0.27146,234.9262,19.3714,0.0,0.0768,108
152,-0.29805,-0.26544,221.6879,23.5228,0.0256,0.0768,109
153,-0.40225,-0.25487,212.3588,28.4373,0.0512,0.0768,110
154,-0.50038,-0.2445,206.0415,33.8431,0.0768,0.0768,111
155,-0.59698,-0.23611,201.5792,39.9393,0.1024,0.0768,112
136,-0.67829,-0.32718,205.7508,48.8576,0.128,0.1024,113
134,-0.49607,-0.34704,214.9758,37.2584,0.0768,0.1024,114
111,-0.18278,-0.47887,249.1086,30.835,0.0,0.128,115
84,0.52385,-0.55002,313.604,49.426,-0.1792,0.1536,116
67,0.22045,-0.66332,288.3839,44.3463,-0.1024,0.1792,117
68,0.12032,-0.66973,280.1848,42.879,-0.0768,0.1792,118
69,0.02043,-0.66935,271.7482,42.041,-0.0512,0.1792,119
70,-0.07743,-0.6688,263.396,42.3197,-0.0256,0.1792,120
71,-0.1773,-0.66244,255.0162,43.2951,0.0,0.1792,121
54,-0.45549,-0.72135,237.73,58.5529,0.0768,0.2048,122
51,-0.1711,-0.74937,257.1384,50.2333,0.0,0.2048,123
325,0.44514,0.66196,56.0808,52.9119,-0.1536,-0.1536,124
164,0.5651,-0.14837,345.2887,35.7502,-0.1792,0.0512,125
163,0.65731,-0.14022,347.9579,42.2293,-0.2048,0.0512,126
162,0.74507,-0.13567,349.6801,49.2286,-0.2304,0.0512,127
161,0.82958,-0.12795,351.2321,57.0757,-0.256,0.0512,128
158,-0.84919,-0.20748,193.7299,60.9468,0.1792,0.0768,129
157,-0.76844,-0.21633,195.7229,52.969,0.1536,0.0768,130
156,-0.68641,-0.22655,198.2655,46.2886,0.128,0.0768,131
